Lang,Text
eng,Hereditary Prince Alois is the regent of Liechtenstein.
eng,Tom's a bit slow on the uptake.
eng,Tor is an example of an overlay network.
eng,Buttermilk is no longer popular in the United States.
eng,"I don't know much German beyond ""hallo."""
eng,Is buttermilk popular in Australia?
eng,Where can I buy buttermilk in Boston?
eng,Titan may have ammonia volcanoes.
eng,I used to do drugs.
eng,Tom doesn't know the first thing about Boston.
eng,"Rest a few days, then you will come back."
fra,"Repose-toi quelques jours, puis tu reviendras."
eng,Who knew my 30s would be like this?
eng,"French has a certain, I don't know what it is... ""Je ne sais quoi?"" ""What?"""
eng,Italian had a significant influence on Ladino.
eng,I love birds.
eng,I know the human being and fish can coexist peacefully.
eng,You've never even been to Boston.
eng,It's not against the rules.
eng,Thanks for the link you sent me.
eng,Grab a cart.
eng,Why don't you like fishing?
eng,I'm usually busy around this time.
eng,Today's been a pretty busy day.
eng,"No one cares, Tom."
eng,Death is inevitable and irreversible.
eng,It doesn't have to be genocide to be bad.
eng,There's a lot to love about every religion.
eng,Tell Tom to tell Mary that John said it was OK to tell Alice.
eng,I think skunks are actually really cute.
eng,Cookie likes to touch noses with me.
eng,Has Cookie gone out?
eng,"If you're going to the park, take Cookie with you."
eng,Cookie never uses the exercise wheel.
eng,"Is Cookie a dog or a cat? ""She's a skunk."""
eng,I smoke pot every once in a while.
eng,Tom has an irrational hatred of the French language.
eng,"I told you, but you wouldn't listen."
eng,A skunk ate the food we left out for the stray cats.
eng,Squirrels keep eating from our bird feeders.
eng,Squirrels love birdseed.
eng,Skunks are closely related to stink badgers.
eng,Don't let Tom know that you know.
eng,Tom's throwing you a surprise party.
eng,There's no way Tom would say something like that.
eng,How was I supposed to help Tom?
eng,Tom's car was never found.
eng,Don't let on that you know.
eng,My hands are freezing.
eng,Want a sip?
eng,Need a hand?
eng,Got a light?
eng,That's what they say.
eng,I don't need to see any more.
eng,"If you see a skunk, don't try to scare it away."
eng,I've managed to get some peace of mind.
eng,Owls can prey on skunks because they have no sense of smell.
eng,Please pay attention to me.
fra,J'écris en français pour dire aux Français que je ne suis pas français.
fra,Le Français est notre butin de guerre.
fra,"Il y a toujours une vie après l'échec, la mort seule est définitive."
fra,La mer appartient à ceux qui ont des bateaux.
fra,Je préfère mourir pour mes idées que de lassitude ou de vieillesse.
eng,I'm not going to Boston anymore.
eng,I'm not going to Boston this weekend.
eng,The Land of Israel is important to most Jews.
fra,Le régime algérien est constitué de criminels qui sont soutenus par un peuple fanatique.
fra,J'ai choisi d'apprendre le français.
fra,La langue française est ma langue de travail.
fra,"La France, c'est mon pays."
fra,Je me sens bien plus en sécurité à la campagne qu'en ville.
fra,"Chez moi, on mange des crêpes et on boit du cidre."
fra,On n'est jamais mieux que chez soi.
fra,Voir Paris et mourir !
fra,Défendons la langue française !
fra,Je suis en bonne compagnie.
fra,Je suis fort content.
fra,"J'ai relancé le feu, n'oublie pas de l'entretenir, s'il te plait."
fra,J'ai des difficultés à allumer un feu.
fra,As-tu une astuce pour consommer moins d'énergie ?
fra,Il a les cheveux longs.
fra,Elle a les cheveux mi-longs.
fra,Il a les cheveux raides.
fra,Elle a les cheveux bouclés.
fra,Elle a les cheveux couleur noisette.
fra,Il a les cheveux noirs.
fra,Hortence est blonde.
fra,Violette est rousse.
fra,Serge a les yeux marron.
fra,Célestine a les yeux verts.
fra,Alain a les yeux bleus.
fra,Anne-France est mate de peau.
fra,Eugénie a le teint clair.
fra,Ce n’est pas nécessaire.
fra,Il s’avère que les conséquences écologiques sont désastreuses.
fra,"Autrement dit, la solution retenue risque de mécontenter la majorité des habitants."
fra,"Depuis 5 ans, on assiste à une forte progression des inégalités, constate l’auteur de l’article."
fra,"En ce qui me concerne, le télétravail est loin d’être la meilleure solution."
fra,Le développement de l’intelligence artificielle fait craindre le pire.
fra,"Selon moi, les patients auraient tout intérêt à demander l’avis de plusieurs spécialistes."
fra,"Ce qui se joue ici, c’est la remise en cause d’un modèle social."
fra,Je ne suis pas tout à fait du même avis sur ce dernier point.
fra,Qu’est-ce que vous entendez par là ?
fra,C’est pourquoi je vous prie de bien vouloir m’accorder un entretien.
fra,"En premier lieu, je décrirai brièvement la situation actuelle et ses enjeux."
fra,"Quant aux pesticides, leur emploi n’est pas près d’être interdit."
fra,"Si vous le permettez, j’aimerais ouvrir une parenthèse."
fra,J’en viens à présent à l’examen des causes du problème.
fra,"J’aimerais revenir, si vous le voulez bien, au problème central de la désertification."
fra,Présentez-en des faits concrets.
fra,Donnez-en un exemple.
fra,Es-tu capable de synthétiser un document ?
fra,"Pourriez-vous reformuler, s'il vous plait ?"
fra,J'exprime seulement mon point de vue.
fra,Pourriez-vous en rapporter les propos ?
fra,J'exprime mon sentiment.
fra,Puis-je suggérer des solutions ?
fra,C'est une mise en relief.
fra,J'aimerais vous demander quelques précisions.
fra,Que ferais-tu si tu gagnais un million d’euros ?
fra,Qu’aurais-tu fait si tu avais gagné 1 million d’euros ?
fra,Que devrais-tu faire si tu gagnais 1 million d’euros ?
fra,"Quand je recevrai mon premier salaire, je ferai la fête."
fra,Où irais-tu si l’on t’offrait un billet d’avion?
fra,Je suggère qu’il aille étudier.
fra,As-tu l’habitude de voyager ?
fra,"Quand j’étais étudiant, j’allais à Londres tous les weekends."
fra,Auras-tu fini de travailler dans une heure ?
fra,"Aujourd’hui, je quitte le bureau à 13h."
fra,"Aujourd’hui, je vais très certainement quitter le bureau à 13h."
fra,Je suggère que tu quittes le bureau à 15h.
fra,Je te suggère de quitter le bureau à 15h.
fra,"Aujourd’hui, je devrai quitter le bureau à 13h."
fra,"S’il était à ta place, il quitterait le bureau à 15h."
fra,Il se pourrait qu’il soit en train de pleuvoir.
fra,"Nous aurions pu faire du sport, s’il n’avait pas plu."
fra,Nous aurions dû être en train de faire du sport.
fra,"Nous serions en train de faire du sport, s’il n’avait pas plu."
fra,"Nous devrions être en train de faire du sport, hélas il pleut."
fra,S’il pleuvait nous n’irions pas faire de sport.
fra,Nous pourrions être en train de faire du sport.
fra,J’aimerais pouvoir quitter le bureau à 13h.
fra,J’aurais voulu pouvoir quitter le bureau à 13h.
fra,Je regrette d’être parti à 13h.
fra,Regrettes-tu d’être parti à 13h ?
fra,Si seulement je ne travaillais pas demain matin.
fra,Si seulement elle était en vacances.
fra,Depuis quand travailles-tu ?
fra,Depuis combien de temps travailles-tu ?
fra,Je t’appellerai quand je serai arrivée.
fra,Il est grand temps que je quitte le bureau.
fra,Il est temps pour moi de quitter le bureau.
fra,Je préfèrerais ne pas quitter le bureau maintenant.
fra,Je préfèrerais que tu ne quittes pas le bureau maintenant.
fra,J’aurais préféré ne pas quitter le bureau maintenant.
fra,"Tu ne quittes pas le bureau maintenant, n’est-ce pas ?"
fra,Le colis aurait été livré s’il n’avait pas neigé.
fra,Il est important que le colis soit livré avant 16h30.
fra,Voici l’enfant qui a gagné un prix.
fra,Voici l’enfant qui a gagné un prix hier.
fra,"Ce dessert ressemble, à s’y méprendre, à des pâtes."
fra,Ce dessert ressemble à des pâtes. Il n’est pas bon.
fra,On dirait qu'il pleut. J'entends du bruit sur le toit.
fra,J’ai travaillé pendant 20 ans.
fra,J’ai travaillé pendant 20 ans. Maintenant je suis à la retraite.
fra,Je travaille depuis que j’ai 20 ans.
fra,Cela fait 20 ans que je vends des livres.
fra,Il lui a fallu 20 ans pour aimer les livres.
fra,J’ai 30 ans et toi tu en as 10 de plus n’est-ce pas ?
fra,"Appelle-moi lorsque tu auras fini, tu veux bien ?"
fra,Pourquoi ne m’as-tu pas appelé tout à l’heure ?
fra,Pourquoi ne m’as-tu pas appelé ?
fra,Je t’ai attendu pendant 5 heures ! Où étais-tu ?
fra,Je t’attends depuis un bon moment ! Où es-tu ?
fra,Je t’attends ! Où es-tu ?
fra,Je t’ai attendu pendant un bon moment ! Où étais-tu ?
fra,Je t’attends depuis 5 heures !
fra,Cela fait 5 heures que je t’attends !
fra,Il voyage demain.
fra,J’ai un programme chargé demain. Je rencontre 3 personnes différentes dans la journée.
fra,Il voyage demain. Quelle tuile. Il a mal au dos.
fra,Il voyage demain. Il a hâte d’y être.
fra,"Si tu étais amené à voyager, où irais-tu ?"
fra,J’avais dû l’attendre pendant 5 heures !
fra,J’ai dû l’attendre pendant 5 heures !
fra,"Si seulement elle n’avait pas été occupée, nous serions allés courir."
fra,"Si seulement elle n’était pas occupée, nous irions courir."
fra,Ils construisaient le pont lorsque j’étais venue te rendre visite.
fra,Cela faisait 8 mois qu’ils construisaient le pont. Ils ne l’avaient pas encore fini.
fra,Cela faisait des mois qu’ils construisaient le pont. Ils ne l’avaient pas encore fini.
fra,Cela fait des mois qu’ils construisent le pont. Ils ne l’ont pas encore fini.
fra,La maison que les maçons construisent sera grande.
fra,Le café où j’ai rendez-vous est fermé.
fra,Ce chien qui aboie est énervant.
fra,Le magasin dont on a parlé est fermé aujourd'hui.
fra,La robe que tu portes te va très bien.
fra,Lucien est un garçon qui rit tout le temps.
fra,Aurélien est un garçon que tout le monde apprécie.
fra,Paris est une ville où il fait bon vivre.
fra,Strasbourg est une ville dont on rêve à l'étranger.
fra,La personne à qui j'ai parlé ne m'a pas écouté.
fra,Gabin est un garçon auquel je pense souvent.
fra,Lou est une fille à laquelle je pense souvent.
fra,Fabien et Tom sont des garçons auxquels je pense souvent.
fra,Nous regardons un film qui est triste.
fra,La série que nous regardons est passionnante.
fra,Je connais la fille à laquelle tu penses.
fra,L'Algérie est un pays pauvre.
fra,Il n' y a qu'en Algérie qu'on trouve une mafia à la tête d'un pays.
fra,Le roi Jugurtha aurait honte de ce qu'est devenue la Numidie.
fra,"Au Sénat algérien, toutes les mains sont levées pour dire oui."
fra,Les hôpitaux algériens ressemblent beaucoup plus à des cimetières vivants.
fra,"Tous les dirigeants algériens, y compris les militaires gradés, se font soigner à l'étranger."
fra,Suis-je concerné ?
fra,Cela concerne quel service ?
